"","HINCP","RNTP","NP","BDSP","HHT_label","BLDG_AGE_dec"
"1131",240000,1400,3,2,"Married couple household",1
"1132",80000,1400,1,1,"Nonfamily household: Female householder: Living alone",0
"1133",47000,1000,6,2,"Married couple household",3
"1134",47000,1000,6,2,"Married couple household",3
"1135",47000,1000,6,2,"Married couple household",3
"1136",47000,1000,6,2,"Married couple household",3
"1137",47000,1000,6,2,"Married couple household",3
"1138",47000,1000,6,2,"Married couple household",3
"1139",114000,2100,2,3,"Nonfamily household: Female householder: Not living alone",0
"1140",114000,2100,2,3,"Nonfamily household: Female householder: Not living alone",0
"1141",63000,1500,1,1,"Nonfamily household: Female householder: Living alone",0
"1142",38800,1300,4,3,"Other family household: Female householder, no spouse present",4
"1143",38800,1300,4,3,"Other family household: Female householder, no spouse present",4
"1144",38800,1300,4,3,"Other family household: Female householder, no spouse present",4
"1145",38800,1300,4,3,"Other family household: Female householder, no spouse present",4
"1146",112800,1800,2,3,"Married couple household",4
"1147",112800,1800,2,3,"Married couple household",4
"1148",24000,1400,3,2,"Married couple household",0
"1149",24000,1400,3,2,"Married couple household",0
"1150",24000,1400,3,2,"Married couple household",0
"1151",45800,1500,5,2,"Other family household: Male householder, no spouse present",1
"1152",45800,1500,5,2,"Other family household: Male householder, no spouse present",1
"1153",45800,1500,5,2,"Other family household: Male householder, no spouse present",1
"1154",45800,1500,5,2,"Other family household: Male householder, no spouse present",1
"1155",45800,1500,5,2,"Other family household: Male householder, no spouse present",1
"1156",152000,1200,2,1,"Nonfamily household: Male householder: Not living alone",2
"1157",152000,1200,2,1,"Nonfamily household: Male householder: Not living alone",2
"1158",77000,1500,4,4,"Nonfamily household: Female householder: Not living alone",5
"1159",77000,1500,4,4,"Nonfamily household: Female householder: Not living alone",5
"1160",77000,1500,4,4,"Nonfamily household: Female householder: Not living alone",5
"1161",77000,1500,4,4,"Nonfamily household: Female householder: Not living alone",5
"1162",15100,330,1,1,"Nonfamily household: Female householder: Living alone",4
"1163",1300,760,1,2,"Nonfamily household: Male householder: Living alone",3
"1164",115000,2000,3,4,"Nonfamily household: Male householder: Not living alone",6
"1165",115000,2000,3,4,"Nonfamily household: Male householder: Not living alone",6
"1166",115000,2000,3,4,"Nonfamily household: Male householder: Not living alone",6
"1167",92600,1900,2,3,"Married couple household",3
"1168",92600,1900,2,3,"Married couple household",3
"1169",118000,2000,1,1,"Nonfamily household: Female householder: Living alone",0
"1170",34000,1200,2,2,"Other family household: Female householder, no spouse present",3
"1171",34000,1200,2,2,"Other family household: Female householder, no spouse present",3
"1172",143000,1000,2,2,"Other family household: Female householder, no spouse present",4
"1173",143000,1000,2,2,"Other family household: Female householder, no spouse present",4
"1174",45600,810,1,1,"Nonfamily household: Female householder: Living alone",4
"1175",40000,900,1,0,"Nonfamily household: Male householder: Living alone",5
"1176",32000,830,1,1,"Nonfamily household: Female householder: Living alone",4
"1177",47000,1000,5,2,"Other family household: Male householder, no spouse present",4
"1178",47000,1000,5,2,"Other family household: Male householder, no spouse present",4
"1179",47000,1000,5,2,"Other family household: Male householder, no spouse present",4
"1180",47000,1000,5,2,"Other family household: Male householder, no spouse present",4
"1181",47000,1000,5,2,"Other family household: Male householder, no spouse present",4
"1182",36400,990,1,1,"Nonfamily household: Female householder: Living alone",1
"1183",166000,1400,2,2,"Nonfamily household: Male householder: Not living alone",1
"1184",166000,1400,2,2,"Nonfamily household: Male householder: Not living alone",1
"1185",85000,1400,1,1,"Nonfamily household: Male householder: Living alone",0
"1186",50300,990,1,1,"Nonfamily household: Male householder: Living alone",4
"1187",33200,650,5,2,"Married couple household",3
"1188",33200,650,5,2,"Married couple household",3
"1189",33200,650,5,2,"Married couple household",3
"1190",33200,650,5,2,"Married couple household",3
"1191",33200,650,5,2,"Married couple household",3
"1192",58000,980,2,1,"Nonfamily household: Female householder: Not living alone",4
"1193",58000,980,2,1,"Nonfamily household: Female householder: Not living alone",4
"1194",13700,1300,1,2,"Nonfamily household: Female householder: Living alone",1
"1195",97500,2200,2,2,"Married couple household",0
"1196",97500,2200,2,2,"Married couple household",0
"1197",18000,150,3,2,"Married couple household",8
"1198",18000,150,3,2,"Married couple household",8
"1199",18000,150,3,2,"Married couple household",8
"1200",104600,1100,1,1,"Nonfamily household: Female householder: Living alone",0
"1201",528000,2400,2,2,"Married couple household",4
"1202",528000,2400,2,2,"Married couple household",4
"1203",60600,1800,2,1,"Married couple household",0
"1204",60600,1800,2,1,"Married couple household",0
"1205",66000,1600,3,3,"Married couple household",3
"1206",66000,1600,3,3,"Married couple household",3
"1207",66000,1600,3,3,"Married couple household",3
"1208",50730,1800,2,3,"Other family household: Female householder, no spouse present",1
"1209",50730,1800,2,3,"Other family household: Female householder, no spouse present",1
"1210",132000,1300,1,2,"Nonfamily household: Male householder: Living alone",3
"1211",14000,500,1,2,"Nonfamily household: Female householder: Living alone",0
"1212",109500,1500,2,3,"Married couple household",2
"1213",109500,1500,2,3,"Married couple household",2
"1214",2400,750,1,1,"Nonfamily household: Male householder: Living alone",5
"1215",47500,1200,2,2,"Other family household: Female householder, no spouse present",4
"1216",47500,1200,2,2,"Other family household: Female householder, no spouse present",4
"1217",45000,950,5,2,"Other family household: Female householder, no spouse present",3
"1218",45000,950,5,2,"Other family household: Female householder, no spouse present",3
"1219",45000,950,5,2,"Other family household: Female householder, no spouse present",3
"1220",45000,950,5,2,"Other family household: Female householder, no spouse present",3
"1221",45000,950,5,2,"Other family household: Female householder, no spouse present",3
"1222",285500,1600,4,3,"Nonfamily household: Female householder: Not living alone",5
"1223",285500,1600,4,3,"Nonfamily household: Female householder: Not living alone",5
"1224",285500,1600,4,3,"Nonfamily household: Female householder: Not living alone",5
"1225",285500,1600,4,3,"Nonfamily household: Female householder: Not living alone",5
"1226",72000,1000,2,1,"Married couple household",2
"1227",72000,1000,2,1,"Married couple household",2
"1228",142000,1900,1,2,"Nonfamily household: Male householder: Living alone",4
"1229",39000,1000,1,1,"Nonfamily household: Male householder: Living alone",4
"1230",106200,1300,2,2,"Nonfamily household: Male householder: Not living alone",4
"1231",106200,1300,2,2,"Nonfamily household: Male householder: Not living alone",4
"1232",48000,1000,1,1,"Nonfamily household: Male householder: Living alone",3
"1233",45000,800,1,1,"Nonfamily household: Male householder: Living alone",4
"1234",74500,1300,2,2,"Nonfamily household: Male householder: Not living alone",5
"1235",74500,1300,2,2,"Nonfamily household: Male householder: Not living alone",5
"1236",40000,1400,1,2,"Nonfamily household: Female householder: Living alone",4
"1237",18000,760,3,1,"Other family household: Female householder, no spouse present",3
"1238",18000,760,3,1,"Other family household: Female householder, no spouse present",3
"1239",18000,760,3,1,"Other family household: Female householder, no spouse present",3
"1240",17000,700,1,1,"Nonfamily household: Female householder: Living alone",3
"1241",58600,1200,9,1,"Married couple household",1
"1242",58600,1200,9,1,"Married couple household",1
"1243",58600,1200,9,1,"Married couple household",1
"1244",58600,1200,9,1,"Married couple household",1
"1245",58600,1200,9,1,"Married couple household",1
"1246",58600,1200,9,1,"Married couple household",1
"1247",58600,1200,9,1,"Married couple household",1
"1248",58600,1200,9,1,"Married couple household",1
"1249",58600,1200,9,1,"Married couple household",1
"1250",160000,3000,4,4,"Married couple household",3
"1251",160000,3000,4,4,"Married couple household",3
"1252",160000,3000,4,4,"Married couple household",3
"1253",160000,3000,4,4,"Married couple household",3
"1254",60000,1900,1,0,"Nonfamily household: Male householder: Living alone",0
"1255",46000,850,1,1,"Nonfamily household: Male householder: Living alone",3
"1256",22100,880,7,2,"Married couple household",3
"1257",22100,880,7,2,"Married couple household",3
"1258",22100,880,7,2,"Married couple household",3
"1259",22100,880,7,2,"Married couple household",3
"1260",22100,880,7,2,"Married couple household",3
"1261",22100,880,7,2,"Married couple household",3
"1262",22100,880,7,2,"Married couple household",3
"1263",37200,1000,1,0,"Nonfamily household: Female householder: Living alone",2
"1264",31000,960,1,1,"Nonfamily household: Female householder: Living alone",2
"1265",32000,800,1,2,"Nonfamily household: Male householder: Living alone",3
"1266",85000,1300,1,1,"Nonfamily household: Female householder: Living alone",1
"1267",37500,2100,1,1,"Nonfamily household: Male householder: Living alone",0
"1268",11200,840,1,1,"Nonfamily household: Female householder: Living alone",3
"1269",55000,2200,2,2,"Other family household: Female householder, no spouse present",0
"1270",55000,2200,2,2,"Other family household: Female householder, no spouse present",0
"1271",9000,740,1,2,"Nonfamily household: Female householder: Living alone",3
"1272",50000,1200,1,1,"Nonfamily household: Male householder: Living alone",0
"1273",192000,1900,3,3,"Nonfamily household: Male householder: Not living alone",6
"1274",192000,1900,3,3,"Nonfamily household: Male householder: Not living alone",6
"1275",192000,1900,3,3,"Nonfamily household: Male householder: Not living alone",6
"1276",65300,1100,2,2,"Nonfamily household: Female householder: Not living alone",3
"1277",65300,1100,2,2,"Nonfamily household: Female householder: Not living alone",3
"1278",72700,1300,1,1,"Nonfamily household: Female householder: Living alone",2
"1279",180000,3000,2,3,"Married couple household",2
"1280",180000,3000,2,3,"Married couple household",2
"1281",9610,1400,1,1,"Nonfamily household: Male householder: Living alone",0
"1282",168350,2400,3,3,"Nonfamily household: Female householder: Not living alone",8
"1283",168350,2400,3,3,"Nonfamily household: Female householder: Not living alone",8
"1284",168350,2400,3,3,"Nonfamily household: Female householder: Not living alone",8
"1285",68000,1100,2,2,"Other family household: Female householder, no spouse present",2
"1286",68000,1100,2,2,"Other family household: Female householder, no spouse present",2
"1287",1000,650,2,2,"Married couple household",2
"1288",1000,650,2,2,"Married couple household",2
"1289",28000,860,1,1,"Nonfamily household: Female householder: Living alone",3
"1290",140000,3000,3,3,"Nonfamily household: Male householder: Not living alone",6
"1291",140000,3000,3,3,"Nonfamily household: Male householder: Not living alone",6
"1292",140000,3000,3,3,"Nonfamily household: Male householder: Not living alone",6
"1293",77300,1300,2,2,"Married couple household",5
"1294",77300,1300,2,2,"Married couple household",5
"1295",30000,1200,5,2,"Married couple household",4
"1296",30000,1200,5,2,"Married couple household",4
